fixture_id	pair	seed	offset	first_index	last_index	multiplicity	ordered_components_json	exact_expected_index	exact_observed_json	exact_max_delta	exact_runtime_discriminating	epsilon	epsilon_expected_last_index	epsilon_observed_json	epsilon_delta_to_last	epsilon_delta_to_first	epsilon_runtime_discriminating	exact_point_status	epsilon_right_status	structural_basis
S16-radial-linear-rgb	radial/linear-rgb	S16	0.5	3	4	2	[[1.0,0.7156934142112732,0.0,1.0],[1.0,0.05286065489053726,0.036889538168907166,1.0]]	3	[1.0,0.7156934142112732,0.0,1.0]	0	true	0.50000015894571936	4	[0.9999990463256836,0.052861180156469345,0.03688955307006836,1.0]	9.5367431640625e-07	0.66283223405480385	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-linear-oklab	linear/oklab	S18	0.0625	1	2	2	[[0.6595011353492737,0.19973529875278473,0.10818812251091003,1.0],[0.6903997659683228,0.053618788719177246,0.11607874184846878,1.0]]	1	[0.6595011353492737,0.19973529875278473,0.10818812251091003,1.0]	0	true	0.062500059604644775	2	[0.6903997659683228,0.053618788719177246,0.11607874184846878,1.0]	0	0.14611651003360748	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-linear-oklab	linear/oklab	S18	0.125	3	4	2	[[0.6903997659683228,0.053618788719177246,0.11607874184846878,1.0],[0.721298336982727,-0.09249772131443024,0.12396935373544693,1.0]]	3	[0.6903997659683228,0.053618788719177246,0.11607874184846878,1.0]	0	true	0.12500005960464478	4	[0.721298336982727,-0.09249772131443024,0.12396935373544693,1.0]	0	0.14611651003360748	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-linear-oklab	linear/oklab	S18	0.1875	5	6	2	[[0.721298336982727,-0.09249772131443024,0.12396935373544693,1.0],[0.700596272945404,-0.15056902170181274,0.06296861171722412,0.7802197933197021]]	5	[0.721298336982727,-0.09249772131443024,0.12396935373544693,1.0]	0	true	0.18750005960464478	6	[0.700596272945404,-0.15056902170181274,0.06296861171722412,0.7802197933197021]	0	0.21978020668029785	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-linear-oklab	linear/oklab	S18	0.25	7	8	2	[[0.700596272945404,-0.15056902170181274,0.06296861171722412,0.7802197933197021],[0.6050734519958496,-0.0809747651219368,-0.09792460501194,0.24175824224948883]]	7	[0.700596272945404,-0.15056902170181274,0.06296861171722412,0.7802197933197021]	0	true	0.25000005960464478	8	[0.6050734519958496,-0.0809747651219368,-0.09792460501194,0.24175824224948883]	0	0.53846155107021332	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-linear-oklab	linear/oklab	S18	0.3125	9	10	2	[[0.6050734519958496,-0.0809747651219368,-0.09792460501194,0.24175824224948883],[0.7102489471435547,-0.03833119943737984,-0.013622477650642395,0.0]]	9	[0.6050734519958496,-0.0809747651219368,-0.09792460501194,0.24175824224948883]	0	true	0.31250005960464478	10	[0.7102489471435547,-0.03833119943737984,-0.013622477650642395,0.0]	0	0.24175824224948883	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-linear-oklab	linear/oklab	S18	0.375	11	12	2	[[0.7102489471435547,-0.03833119943737984,-0.013622477650642395,0.0],[0.8005377650260925,0.06671585142612457,0.15296924114227295,0.4054054021835327]]	11	[0.7102489471435547,-0.03833119943737984,-0.013622477650642395,0.0]	0	true	0.37500005960464478	12	[0.8005377650260925,0.06671585142612457,0.15296924114227295,0.4054054021835327]	0	0.40540540218353271	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-linear-oklab	linear/oklab	S18	0.4375	13	14	2	[[0.8005377650260925,0.06671585142612457,0.15296924114227295,0.4054054021835327],[0.896699070930481,-0.023979216814041138,0.18350183963775635,0.0]]	13	[0.8005377650260925,0.06671585142612457,0.15296924114227295,0.4054054021835327]	0	true	0.43750005960464478	14	[0.896699070930481,-0.023979216814041138,0.18350183963775635,0.0]	0	0.40540540218353271	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-linear-oklab	linear/oklab	S18	0.5625	16	17	2	[[0.896699070930481,-0.023979216814041138,0.18350183963775635,0.0],[0.8005377650260925,0.06671585142612457,0.15296924114227295,0.4054054021835327]]	16	[0.896699070930481,-0.023979216814041138,0.18350183963775635,0.0]	0	true	0.56250005960464478	17	[0.8005377650260925,0.06671585142612457,0.15296924114227295,0.4054054021835327]	0	0.40540540218353271	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-linear-oklab	linear/oklab	S18	0.625	18	19	2	[[0.8005377650260925,0.06671585142612457,0.15296924114227295,0.4054054021835327],[0.7102489471435547,-0.03833119943737984,-0.013622477650642395,0.0]]	18	[0.8005377650260925,0.06671585142612457,0.15296924114227295,0.4054054021835327]	0	true	0.62500005960464478	19	[0.7102489471435547,-0.03833119943737984,-0.013622477650642395,0.0]	0	0.40540540218353271	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-linear-oklab	linear/oklab	S18	0.6875	20	21	2	[[0.7102489471435547,-0.03833119943737984,-0.013622477650642395,0.0],[0.6050734519958496,-0.0809747651219368,-0.09792460501194,0.24175824224948883]]	20	[0.7102489471435547,-0.03833119943737984,-0.013622477650642395,0.0]	0	true	0.68750005960464478	21	[0.6050734519958496,-0.0809747651219368,-0.09792460501194,0.24175824224948883]	0	0.24175824224948883	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-linear-oklab	linear/oklab	S18	0.75	22	23	2	[[0.6050734519958496,-0.0809747651219368,-0.09792460501194,0.24175824224948883],[0.700596272945404,-0.15056902170181274,0.06296861171722412,0.7802197933197021]]	22	[0.6050734519958496,-0.0809747651219368,-0.09792460501194,0.24175824224948883]	0	true	0.75000005960464478	23	[0.700596272945404,-0.15056902170181274,0.06296861171722412,0.7802197933197021]	0	0.53846155107021332	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-linear-oklab	linear/oklab	S18	0.8125	24	25	2	[[0.700596272945404,-0.15056902170181274,0.06296861171722412,0.7802197933197021],[0.721298336982727,-0.09249772131443024,0.12396935373544693,1.0]]	24	[0.700596272945404,-0.15056902170181274,0.06296861171722412,0.7802197933197021]	0	true	0.81250005960464478	25	[0.721298336982727,-0.09249772131443024,0.12396935373544693,1.0]	0	0.21978020668029785	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-linear-oklab	linear/oklab	S18	0.875	26	27	2	[[0.721298336982727,-0.09249772131443024,0.12396935373544693,1.0],[0.6903997659683228,0.053618788719177246,0.11607874184846878,1.0]]	26	[0.721298336982727,-0.09249772131443024,0.12396935373544693,1.0]	0	true	0.87500005960464478	27	[0.6903997659683228,0.053618788719177246,0.11607874184846878,1.0]	0	0.14611651003360748	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-linear-oklab	linear/oklab	S18	0.9375	28	29	2	[[0.6903997659683228,0.053618788719177246,0.11607874184846878,1.0],[0.6595011353492737,0.19973529875278473,0.10818812251091003,1.0]]	28	[0.6903997659683228,0.053618788719177246,0.11607874184846878,1.0]	0	true	0.93750005960464478	29	[0.6595011353492737,0.19973529875278473,0.10818812251091003,1.0]	0	0.14611651003360748	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-radial-oklab	radial/oklab	S18	0.0625	1	2	2	[[0.6595011353492737,0.19973529875278473,0.10818812251091003,1.0],[0.6903997659683228,0.053618788719177246,0.11607874184846878,1.0]]	1	[0.6595011353492737,0.19973529875278473,0.10818812251091003,1.0]	0	true	0.062500059604644775	2	[0.6903997659683228,0.053618788719177246,0.11607874184846878,1.0]	0	0.14611651003360748	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-radial-oklab	radial/oklab	S18	0.125	3	4	2	[[0.6903997659683228,0.053618788719177246,0.11607874184846878,1.0],[0.721298336982727,-0.09249772131443024,0.12396935373544693,1.0]]	3	[0.6903997659683228,0.053618788719177246,0.11607874184846878,1.0]	0	true	0.12500005960464478	4	[0.721298336982727,-0.09249772131443024,0.12396935373544693,1.0]	0	0.14611651003360748	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-radial-oklab	radial/oklab	S18	0.1875	5	6	2	[[0.721298336982727,-0.09249772131443024,0.12396935373544693,1.0],[0.700596272945404,-0.15056902170181274,0.06296861171722412,0.7802197933197021]]	5	[0.721298336982727,-0.09249772131443024,0.12396935373544693,1.0]	0	true	0.18750005960464478	6	[0.700596272945404,-0.15056902170181274,0.06296861171722412,0.7802197933197021]	0	0.21978020668029785	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-radial-oklab	radial/oklab	S18	0.25	7	8	2	[[0.700596272945404,-0.15056902170181274,0.06296861171722412,0.7802197933197021],[0.6050734519958496,-0.0809747651219368,-0.09792460501194,0.24175824224948883]]	7	[0.700596272945404,-0.15056902170181274,0.06296861171722412,0.7802197933197021]	0	true	0.25000005960464478	8	[0.6050734519958496,-0.0809747651219368,-0.09792460501194,0.24175824224948883]	0	0.53846155107021332	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-radial-oklab	radial/oklab	S18	0.3125	9	10	2	[[0.6050734519958496,-0.0809747651219368,-0.09792460501194,0.24175824224948883],[0.7102489471435547,-0.03833119943737984,-0.013622477650642395,0.0]]	9	[0.6050734519958496,-0.0809747651219368,-0.09792460501194,0.24175824224948883]	0	true	0.31250005960464478	10	[0.7102489471435547,-0.03833119943737984,-0.013622477650642395,0.0]	0	0.24175824224948883	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-radial-oklab	radial/oklab	S18	0.375	11	12	2	[[0.7102489471435547,-0.03833119943737984,-0.013622477650642395,0.0],[0.8005377650260925,0.06671585142612457,0.15296924114227295,0.4054054021835327]]	11	[0.7102489471435547,-0.03833119943737984,-0.013622477650642395,0.0]	0	true	0.37500005960464478	12	[0.8005377650260925,0.06671585142612457,0.15296924114227295,0.4054054021835327]	0	0.40540540218353271	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-radial-oklab	radial/oklab	S18	0.4375	13	14	2	[[0.8005377650260925,0.06671585142612457,0.15296924114227295,0.4054054021835327],[0.896699070930481,-0.023979216814041138,0.18350183963775635,0.0]]	13	[0.8005377650260925,0.06671585142612457,0.15296924114227295,0.4054054021835327]	0	true	0.43750005960464478	14	[0.896699070930481,-0.023979216814041138,0.18350183963775635,0.0]	0	0.40540540218353271	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-radial-oklab	radial/oklab	S18	0.5625	16	17	2	[[0.896699070930481,-0.023979216814041138,0.18350183963775635,0.0],[0.8005377650260925,0.06671585142612457,0.15296924114227295,0.4054054021835327]]	16	[0.896699070930481,-0.023979216814041138,0.18350183963775635,0.0]	0	true	0.56250005960464478	17	[0.8005377650260925,0.06671585142612457,0.15296924114227295,0.4054054021835327]	0	0.40540540218353271	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-radial-oklab	radial/oklab	S18	0.625	18	19	2	[[0.8005377650260925,0.06671585142612457,0.15296924114227295,0.4054054021835327],[0.7102489471435547,-0.03833119943737984,-0.013622477650642395,0.0]]	18	[0.8005377650260925,0.06671585142612457,0.15296924114227295,0.4054054021835327]	0	true	0.62500005960464478	19	[0.7102489471435547,-0.03833119943737984,-0.013622477650642395,0.0]	0	0.40540540218353271	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-radial-oklab	radial/oklab	S18	0.6875	20	21	2	[[0.7102489471435547,-0.03833119943737984,-0.013622477650642395,0.0],[0.6050734519958496,-0.0809747651219368,-0.09792460501194,0.24175824224948883]]	20	[0.7102489471435547,-0.03833119943737984,-0.013622477650642395,0.0]	0	true	0.68750005960464478	21	[0.6050734519958496,-0.0809747651219368,-0.09792460501194,0.24175824224948883]	0	0.24175824224948883	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-radial-oklab	radial/oklab	S18	0.75	22	23	2	[[0.6050734519958496,-0.0809747651219368,-0.09792460501194,0.24175824224948883],[0.700596272945404,-0.15056902170181274,0.06296861171722412,0.7802197933197021]]	22	[0.6050734519958496,-0.0809747651219368,-0.09792460501194,0.24175824224948883]	0	true	0.75000005960464478	23	[0.700596272945404,-0.15056902170181274,0.06296861171722412,0.7802197933197021]	0	0.53846155107021332	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-radial-oklab	radial/oklab	S18	0.8125	24	25	2	[[0.700596272945404,-0.15056902170181274,0.06296861171722412,0.7802197933197021],[0.721298336982727,-0.09249772131443024,0.12396935373544693,1.0]]	24	[0.700596272945404,-0.15056902170181274,0.06296861171722412,0.7802197933197021]	0	true	0.81250005960464478	25	[0.721298336982727,-0.09249772131443024,0.12396935373544693,1.0]	0	0.21978020668029785	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-radial-oklab	radial/oklab	S18	0.875	26	27	2	[[0.721298336982727,-0.09249772131443024,0.12396935373544693,1.0],[0.6903997659683228,0.053618788719177246,0.11607874184846878,1.0]]	26	[0.721298336982727,-0.09249772131443024,0.12396935373544693,1.0]	0	true	0.87500005960464478	27	[0.6903997659683228,0.053618788719177246,0.11607874184846878,1.0]	0	0.14611651003360748	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-radial-oklab	radial/oklab	S18	0.9375	28	29	2	[[0.6903997659683228,0.053618788719177246,0.11607874184846878,1.0],[0.6595011353492737,0.19973529875278473,0.10818812251091003,1.0]]	28	[0.6903997659683228,0.053618788719177246,0.11607874184846878,1.0]	0	true	0.93750005960464478	29	[0.6595011353492737,0.19973529875278473,0.10818812251091003,1.0]	0	0.14611651003360748	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-linear-linear-rgb	linear/linear-rgb	S18	0.0625	1	2	2	[[1.0,0.05286065489053726,0.036889538168907166,1.0],[0.6247143745422363,0.26543834805488586,0.04243769496679306,1.0]]	1	[1.0,0.05286065489053726,0.036889538168907166,1.0]	0	true	0.062500059604644775	2	[0.6247143745422363,0.26543834805488586,0.04243769496679306,1.0]	0	0.37528562545776367	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-linear-linear-rgb	linear/linear-rgb	S18	0.125	3	4	2	[[0.6247143745422363,0.26543834805488586,0.04243769496679306,1.0],[0.24942871928215027,0.4780160188674927,0.047985851764678955,1.0]]	3	[0.6247143745422363,0.26543834805488586,0.04243769496679306,1.0]	0	true	0.12500005960464478	4	[0.24942871928215027,0.4780160188674927,0.047985851764678955,1.0]	0	0.37528565526008606	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-linear-linear-rgb	linear/linear-rgb	S18	0.1875	5	6	2	[[0.24942871928215027,0.4780160188674927,0.047985851764678955,1.0],[0.021316297352313995,0.5095020532608032,0.19250056147575378,0.7802197933197021]]	5	[0.24942871928215027,0.4780160188674927,0.047985851764678955,1.0]	0	true	0.18750005960464478	6	[0.021316297352313995,0.5095020532608032,0.19250056147575378,0.7802197933197021]	0	0.22811242192983627	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-linear-linear-rgb	linear/linear-rgb	S18	0.25	7	8	2	[[0.021316297352313995,0.5095020532608032,0.19250056147575378,0.7802197933197021],[0.006605050060898066,0.27840518951416016,0.5385167598724365,0.24175824224948883]]	7	[0.021316297352313995,0.5095020532608032,0.19250056147575378,0.7802197933197021]	0	true	0.25000005960464478	8	[0.006605050060898066,0.27840518951416016,0.5385167598724365,0.24175824224948883]	0	0.53846155107021332	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-linear-linear-rgb	linear/linear-rgb	S18	0.3125	9	10	2	[[0.006605050060898066,0.27840518951416016,0.5385167598724365,0.24175824224948883],[0.44262295961380005,0.41412675380706787,0.3867477774620056,0.0]]	9	[0.006605050060898066,0.27840518951416016,0.5385167598724365,0.24175824224948883]	0	true	0.31250005960464478	10	[0.44262295961380005,0.41412675380706787,0.3867477774620056,0.0]	0	0.43601790955290198	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-linear-linear-rgb	linear/linear-rgb	S18	0.375	11	12	2	[[0.44262295961380005,0.41412675380706787,0.3867477774620056,0.0],[1.0,0.446977436542511,0.014955217950046062,0.4054054021835327]]	11	[0.44262295961380005,0.41412675380706787,0.3867477774620056,0.0]	0	true	0.37500005960464478	12	[1.0,0.446977436542511,0.014955217950046062,0.4054054021835327]	0	0.55737704038619995	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-linear-linear-rgb	linear/linear-rgb	S18	0.4375	13	14	2	[[1.0,0.446977436542511,0.014955217950046062,0.4054054021835327],[1.0,0.7156934142112732,0.0,0.0]]	13	[1.0,0.446977436542511,0.014955217950046062,0.4054054021835327]	0	true	0.43750005960464478	14	[1.0,0.7156934142112732,0.0,0.0]	0	0.40540540218353271	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-linear-linear-rgb	linear/linear-rgb	S18	0.5625	16	17	2	[[1.0,0.7156934142112732,0.0,0.0],[1.0,0.446977436542511,0.014955217950046062,0.4054054021835327]]	16	[1.0,0.7156934142112732,0.0,0.0]	0	true	0.56250005960464478	17	[1.0,0.446977436542511,0.014955217950046062,0.4054054021835327]	0	0.40540540218353271	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-linear-linear-rgb	linear/linear-rgb	S18	0.625	18	19	2	[[1.0,0.446977436542511,0.014955217950046062,0.4054054021835327],[0.44262295961380005,0.41412675380706787,0.3867477774620056,0.0]]	18	[1.0,0.446977436542511,0.014955217950046062,0.4054054021835327]	0	true	0.62500005960464478	19	[0.44262295961380005,0.41412675380706787,0.3867477774620056,0.0]	0	0.55737704038619995	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-linear-linear-rgb	linear/linear-rgb	S18	0.6875	20	21	2	[[0.44262295961380005,0.41412675380706787,0.3867477774620056,0.0],[0.006605050060898066,0.27840518951416016,0.5385167598724365,0.24175824224948883]]	20	[0.44262295961380005,0.41412675380706787,0.3867477774620056,0.0]	0	true	0.68750005960464478	21	[0.006605050060898066,0.27840518951416016,0.5385167598724365,0.24175824224948883]	0	0.43601790955290198	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-linear-linear-rgb	linear/linear-rgb	S18	0.75	22	23	2	[[0.006605050060898066,0.27840518951416016,0.5385167598724365,0.24175824224948883],[0.021316297352313995,0.5095020532608032,0.19250056147575378,0.7802197933197021]]	22	[0.006605050060898066,0.27840518951416016,0.5385167598724365,0.24175824224948883]	0	true	0.75000005960464478	23	[0.021316297352313995,0.5095020532608032,0.19250056147575378,0.7802197933197021]	0	0.53846155107021332	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-linear-linear-rgb	linear/linear-rgb	S18	0.8125	24	25	2	[[0.021316297352313995,0.5095020532608032,0.19250056147575378,0.7802197933197021],[0.24942871928215027,0.4780160188674927,0.047985851764678955,1.0]]	24	[0.021316297352313995,0.5095020532608032,0.19250056147575378,0.7802197933197021]	0	true	0.81250005960464478	25	[0.24942871928215027,0.4780160188674927,0.047985851764678955,1.0]	0	0.22811242192983627	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-linear-linear-rgb	linear/linear-rgb	S18	0.875	26	27	2	[[0.24942871928215027,0.4780160188674927,0.047985851764678955,1.0],[0.6247143745422363,0.26543834805488586,0.04243769496679306,1.0]]	26	[0.24942871928215027,0.4780160188674927,0.047985851764678955,1.0]	0	true	0.87500005960464478	27	[0.6247143745422363,0.26543834805488586,0.04243769496679306,1.0]	0	0.37528565526008606	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-linear-linear-rgb	linear/linear-rgb	S18	0.9375	28	29	2	[[0.6247143745422363,0.26543834805488586,0.04243769496679306,1.0],[1.0,0.05286065489053726,0.036889538168907166,1.0]]	28	[0.6247143745422363,0.26543834805488586,0.04243769496679306,1.0]	0	true	0.93750005960464478	29	[1.0,0.05286065489053726,0.036889538168907166,1.0]	0	0.37528562545776367	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-radial-linear-rgb	radial/linear-rgb	S18	0.0625	1	2	2	[[1.0,0.05286065489053726,0.036889538168907166,1.0],[0.6247143745422363,0.26543834805488586,0.04243769496679306,1.0]]	1	[1.0,0.05286065489053726,0.036889538168907166,1.0]	0	true	0.062500059604644775	2	[0.6247143745422363,0.26543834805488586,0.04243769496679306,1.0]	0	0.37528562545776367	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-radial-linear-rgb	radial/linear-rgb	S18	0.125	3	4	2	[[0.6247143745422363,0.26543834805488586,0.04243769496679306,1.0],[0.24942871928215027,0.4780160188674927,0.047985851764678955,1.0]]	3	[0.6247143745422363,0.26543834805488586,0.04243769496679306,1.0]	0	true	0.12500005960464478	4	[0.24942871928215027,0.4780160188674927,0.047985851764678955,1.0]	0	0.37528565526008606	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-radial-linear-rgb	radial/linear-rgb	S18	0.1875	5	6	2	[[0.24942871928215027,0.4780160188674927,0.047985851764678955,1.0],[0.021316297352313995,0.5095020532608032,0.19250056147575378,0.7802197933197021]]	5	[0.24942871928215027,0.4780160188674927,0.047985851764678955,1.0]	0	true	0.18750005960464478	6	[0.021316297352313995,0.5095020532608032,0.19250056147575378,0.7802197933197021]	0	0.22811242192983627	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-radial-linear-rgb	radial/linear-rgb	S18	0.25	7	8	2	[[0.021316297352313995,0.5095020532608032,0.19250056147575378,0.7802197933197021],[0.006605050060898066,0.27840518951416016,0.5385167598724365,0.24175824224948883]]	7	[0.021316297352313995,0.5095020532608032,0.19250056147575378,0.7802197933197021]	0	true	0.25000005960464478	8	[0.006605050060898066,0.27840518951416016,0.5385167598724365,0.24175824224948883]	0	0.53846155107021332	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-radial-linear-rgb	radial/linear-rgb	S18	0.3125	9	10	2	[[0.006605050060898066,0.27840518951416016,0.5385167598724365,0.24175824224948883],[0.44262295961380005,0.41412675380706787,0.3867477774620056,0.0]]	9	[0.006605050060898066,0.27840518951416016,0.5385167598724365,0.24175824224948883]	0	true	0.31250005960464478	10	[0.44262295961380005,0.41412675380706787,0.3867477774620056,0.0]	0	0.43601790955290198	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-radial-linear-rgb	radial/linear-rgb	S18	0.375	11	12	2	[[0.44262295961380005,0.41412675380706787,0.3867477774620056,0.0],[1.0,0.446977436542511,0.014955217950046062,0.4054054021835327]]	11	[0.44262295961380005,0.41412675380706787,0.3867477774620056,0.0]	0	true	0.37500005960464478	12	[1.0,0.446977436542511,0.014955217950046062,0.4054054021835327]	0	0.55737704038619995	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-radial-linear-rgb	radial/linear-rgb	S18	0.4375	13	14	2	[[1.0,0.446977436542511,0.014955217950046062,0.4054054021835327],[1.0,0.7156934142112732,0.0,0.0]]	13	[1.0,0.446977436542511,0.014955217950046062,0.4054054021835327]	0	true	0.43750005960464478	14	[1.0,0.7156934142112732,0.0,0.0]	0	0.40540540218353271	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-radial-linear-rgb	radial/linear-rgb	S18	0.5625	16	17	2	[[1.0,0.7156934142112732,0.0,0.0],[1.0,0.446977436542511,0.014955217950046062,0.4054054021835327]]	16	[1.0,0.7156934142112732,0.0,0.0]	0	true	0.56250005960464478	17	[1.0,0.446977436542511,0.014955217950046062,0.4054054021835327]	0	0.40540540218353271	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-radial-linear-rgb	radial/linear-rgb	S18	0.625	18	19	2	[[1.0,0.446977436542511,0.014955217950046062,0.4054054021835327],[0.44262295961380005,0.41412675380706787,0.3867477774620056,0.0]]	18	[1.0,0.446977436542511,0.014955217950046062,0.4054054021835327]	0	true	0.62500005960464478	19	[0.44262295961380005,0.41412675380706787,0.3867477774620056,0.0]	0	0.55737704038619995	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-radial-linear-rgb	radial/linear-rgb	S18	0.6875	20	21	2	[[0.44262295961380005,0.41412675380706787,0.3867477774620056,0.0],[0.006605050060898066,0.27840518951416016,0.5385167598724365,0.24175824224948883]]	20	[0.44262295961380005,0.41412675380706787,0.3867477774620056,0.0]	0	true	0.68750005960464478	21	[0.006605050060898066,0.27840518951416016,0.5385167598724365,0.24175824224948883]	0	0.43601790955290198	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-radial-linear-rgb	radial/linear-rgb	S18	0.75	22	23	2	[[0.006605050060898066,0.27840518951416016,0.5385167598724365,0.24175824224948883],[0.021316297352313995,0.5095020532608032,0.19250056147575378,0.7802197933197021]]	22	[0.006605050060898066,0.27840518951416016,0.5385167598724365,0.24175824224948883]	0	true	0.75000005960464478	23	[0.021316297352313995,0.5095020532608032,0.19250056147575378,0.7802197933197021]	0	0.53846155107021332	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
S18-radial-linear-rgb	radial/linear-rgb	S18	0.8125	24	25	2	[[0.021316297352313995,0.5095020532608032,0.19250056147575378,0.7802197933197021],[0.24942871928215027,0.4780160188674927,0.047985851764678955,1.0]]	24	[0.021316297352313995,0.5095020532608032,0.19250056147575378,0.7802197933197021]	0	true	0.81250005960464478	25	[0.24942871928215027,0.4780160188674927,0.047985851764678955,1.0]	0	0.22811242192983627	true	MeasuredStructural	MeasuredStructural	ratified-gradient.rs:sample_stops partition rule plus ordered effective stops
