# Lista B (fresh 2026-07-15) — 641 candidatos de língua julgados
#   lacuna-inventario        400
#   nao-divida-migrado       190
#   parcial-ja-listado       47
#   divida-confirmada        4

veredicto	kind	chave	classe_inv	path
nao-divida-migrado	fn	should_outline	implementado	typst_library::text::font::color::should_outline
nao-divida-migrado	fn	is_default_ignorable	implementado	typst_library::text::is_default_ignorable
nao-divida-migrado	fn	lang_str	implementado	typst_library::text::lang::lang_str
nao-divida-migrado	fn	localized_str	implementado	typst_library::text::lang::localized_str
nao-divida-migrado	fn	parse_language_bundle	implementado	typst_library::text::lang::parse_language_bundle
nao-divida-migrado	fn	language	implementado	typst_library::text::language
nao-divida-migrado	fn	lorem	implementado	typst_library::text::lorem_::lorem#1
nao-divida-migrado	enum	lorem	implementado	typst_library::text::lorem_::lorem#2
nao-divida-migrado	fn	align_tabs	implementado	typst_library::text::raw::align_tabs
nao-divida-migrado	fn	format_syntax_error	implementado	typst_library::text::raw::format_syntax_error
nao-divida-migrado	fn	format_theme_error	implementado	typst_library::text::raw::format_theme_error
nao-divida-migrado	fn	item	implementado	typst_library::text::raw::item
nao-divida-migrado	fn	preprocess	implementado	typst_library::text::raw::preprocess
nao-divida-migrado	fn	styled	implementado	typst_library::text::raw::styled
nao-divida-migrado	fn	syntax_error_pos	implementado	typst_library::text::raw::syntax_error_pos
nao-divida-migrado	fn	to_syn	implementado	typst_library::text::raw::to_syn
nao-divida-migrado	fn	to_typst	implementado	typst_library::text::raw::to_typst
nao-divida-migrado	fn	tag_hint_helper	implementado	typst_library::text::tag_hint_helper
nao-divida-migrado	fn	cividis	implementado	typst_library::visualize::color::cividis
nao-divida-migrado	fn	coolwarm	implementado	typst_library::visualize::color::coolwarm
nao-divida-migrado	fn	crest	implementado	typst_library::visualize::color::crest
nao-divida-migrado	fn	flare	implementado	typst_library::visualize::color::flare
nao-divida-migrado	fn	hue_angle	implementado	typst_library::visualize::color::hue_angle
nao-divida-migrado	fn	icefire	implementado	typst_library::visualize::color::icefire
nao-divida-migrado	fn	inferno	implementado	typst_library::visualize::color::inferno
nao-divida-migrado	fn	magma	implementado	typst_library::visualize::color::magma
nao-divida-migrado	fn	mako	implementado	typst_library::visualize::color::mako
nao-divida-migrado	fn	map	implementado	typst_library::visualize::color::map
nao-divida-migrado	fn	plasma	implementado	typst_library::visualize::color::plasma
nao-divida-migrado	fn	rainbow	implementado	typst_library::visualize::color::rainbow
nao-divida-migrado	fn	resolve_color_space	implementado	typst_library::visualize::color::resolve_color_space
nao-divida-migrado	fn	rocket	implementado	typst_library::visualize::color::rocket
nao-divida-migrado	fn	spectral	implementado	typst_library::visualize::color::spectral
nao-divida-migrado	fn	turbo	implementado	typst_library::visualize::color::turbo
nao-divida-migrado	fn	viridis	implementado	typst_library::visualize::color::viridis
nao-divida-migrado	fn	vlag	implementado	typst_library::visualize::color::vlag
nao-divida-migrado	enum	imagefit	implementado	typst_library::visualize::image::ImageFit
nao-divida-migrado	struct	imageinner	implementado	typst_library::visualize::image::ImageInner
nao-divida-migrado	enum	imagekind	implementado	typst_library::visualize::image::ImageKind
nao-divida-migrado	enum	imagescaling	implementado	typst_library::visualize::image::ImageScaling
nao-divida-migrado	enum	vectorformat	implementado	typst_library::visualize::image::VectorFormat
nao-divida-migrado	fn	determine_format_from_path	implementado	typst_library::visualize::image::determine_format_from_path
nao-divida-migrado	fn	is_pdf	implementado	typst_library::visualize::image::is_pdf
nao-divida-migrado	fn	is_svg	implementado	typst_library::visualize::image::is_svg
nao-divida-migrado	fn	bbox_of_stroked_line	implementado	typst_library::visualize::shape::bbox_of_stroked_line
nao-divida-migrado	enum	component	implementado	typst_syntax::path::Component
nao-divida-migrado	struct	interner	implementado	typst_syntax::path::Interner
nao-divida-migrado	enum	patherror	implementado	typst_syntax::path::PathError
nao-divida-migrado	enum	realizeerror	implementado	typst_syntax::path::RealizeError
nao-divida-migrado	struct	rootedpath	implementado	typst_syntax::path::RootedPath
nao-divida-migrado	struct	segment	implementado	typst_syntax::path::Segment
nao-divida-migrado	struct	segments	implementado	typst_syntax::path::Segments
nao-divida-migrado	struct	virtualpath	implementado	typst_syntax::path::VirtualPath
nao-divida-migrado	enum	virtualroot	implementado	typst_syntax::path::VirtualRoot
nao-divida-migrado	enum	virtualizeerror	implementado	typst_syntax::path::VirtualizeError
nao-divida-migrado	fn	components	implementado	typst_syntax::path::components
nao-divida-migrado	fn	format_duration	implementado	typst_utils::duration::format_duration
nao-divida-migrado	fn	version	implementado	typst_utils::version_::version
parcial-ja-listado	fn	import	parcial	typst_eval::import::import
parcial-ja-listado	fn	import_file	parcial	typst_eval::import::import_file
parcial-ja-listado	fn	import_package	parcial	typst_eval::import::import_package
parcial-ja-listado	fn	resolve_package	parcial	typst_eval::import::resolve_package
parcial-ja-listado	fn	display_float	parcial	typst_library::foundations::repr::display_float
parcial-ja-listado	fn	format_int_with_base	parcial	typst_library::foundations::repr::format_int_with_base
parcial-ja-listado	fn	pretty_array_like	parcial	typst_library::foundations::repr::pretty_array_like
parcial-ja-listado	fn	pretty_comma_list	parcial	typst_library::foundations::repr::pretty_comma_list
parcial-ja-listado	fn	repr	parcial	typst_library::foundations::repr::repr#1
parcial-ja-listado	fn	separated_list	parcial	typst_library::foundations::repr::separated_list
parcial-ja-listado	fn	block_wrong_type	parcial	typst_library::foundations::styles::block_wrong_type
parcial-ja-listado	fn	bibliography_could_not_be_located	parcial	typst_library::model::bibliography::bibliography_could_not_be_located
parcial-ja-listado	fn	citation_could_not_be_located	parcial	typst_library::model::bibliography::citation_could_not_be_located
parcial-ja-listado	fn	citation_item	parcial	typst_library::model::bibliography::citation_item
parcial-ja-listado	fn	decode_library	parcial	typst_library::model::bibliography::decode_library
parcial-ja-listado	fn	displays_citation_number	parcial	typst_library::model::bibliography::displays_citation_number
parcial-ja-listado	fn	entry_location	parcial	typst_library::model::bibliography::entry_location
parcial-ja-listado	fn	format_biblatex_error	parcial	typst_library::model::bibliography::format_biblatex_error
parcial-ja-listado	fn	key_does_not_exist	parcial	typst_library::model::bibliography::key_does_not_exist
parcial-ja-listado	fn	links_to_citations	parcial	typst_library::model::bibliography::links_to_citations
parcial-ja-listado	fn	links_to_entries	parcial	typst_library::model::bibliography::links_to_entries
parcial-ja-listado	fn	locale	parcial	typst_library::model::bibliography::locale
parcial-ja-listado	fn	prepare	parcial	typst_library::model::bibliography::prepare
parcial-ja-listado	fn	prepare_cite_group	parcial	typst_library::model::bibliography::prepare_cite_group
parcial-ja-listado	fn	render	parcial	typst_library::model::bibliography::render
parcial-ja-listado	fn	replacement	parcial	typst_library::model::bibliography::replacement
parcial-ja-listado	fn	save_subgroup	parcial	typst_library::model::bibliography::save_subgroup
parcial-ja-listado	fn	select_auto_bib	parcial	typst_library::model::bibliography::select_auto_bib
parcial-ja-listado	fn	show_bibliographies	parcial	typst_library::model::bibliography::show_bibliographies
parcial-ja-listado	fn	show_bibliography	parcial	typst_library::model::bibliography::show_bibliography
parcial-ja-listado	fn	show_cite_group	parcial	typst_library::model::bibliography::show_cite_group
parcial-ja-listado	fn	show_cite_groups	parcial	typst_library::model::bibliography::show_cite_groups
parcial-ja-listado	fn	show_elem	parcial	typst_library::model::bibliography::show_elem
parcial-ja-listado	fn	show_elem_child	parcial	typst_library::model::bibliography::show_elem_child
parcial-ja-listado	fn	show_elem_children	parcial	typst_library::model::bibliography::show_elem_children
parcial-ja-listado	fn	show_formatted	parcial	typst_library::model::bibliography::show_formatted
parcial-ja-listado	fn	show_link	parcial	typst_library::model::bibliography::show_link
parcial-ja-listado	fn	show_math	parcial	typst_library::model::bibliography::show_math
parcial-ja-listado	fn	show_subgroup	parcial	typst_library::model::bibliography::show_subgroup
parcial-ja-listado	fn	show_transparent	parcial	typst_library::model::bibliography::show_transparent
parcial-ja-listado	fn	show_with_formatting	parcial	typst_library::model::bibliography::show_with_formatting
parcial-ja-listado	fn	style_unsuitable	parcial	typst_library::model::bibliography::style_unsuitable
parcial-ja-listado	fn	uncovered_citation	parcial	typst_library::model::bibliography::uncovered_citation
parcial-ja-listado	fn	body_from_url	parcial	typst_library::model::link::body_from_url
parcial-ja-listado	fn	can_use_label_as_id	parcial	typst_library::model::link::can_use_label_as_id
parcial-ja-listado	fn	disambiguate	parcial	typst_library::model::link::disambiguate
parcial-ja-listado	fn	percent_encode_path	parcial	typst_library::model::link::percent_encode_path
