path	prompt	old_hash	hash_a	hash_b	action	metadata_canonical	class	decision
01_core/src/compiler/introspect/labelled.rs	00_nucleo/prompts/compiler/atomizacao_elementos.md	6a13ed42	0eb7d4e6	ee1c1124	would_fix	no	missing_metadata	blocked_partial_write
01_core/src/compiler/introspect/locatable.rs	00_nucleo/prompts/compiler/introspect/locatable.md	2260aace	714dbd3f	b3c5878b	would_fix	yes	single_consumer	candidate_after_linter_fix
01_core/src/compiler/introspect.rs	00_nucleo/prompts/compiler/introspect.md	3eddbd40	e5f65dba	81ad4d1c	would_fix	yes	single_consumer	candidate_after_linter_fix
01_core/src/compiler/lang/equation_supplement.rs	00_nucleo/prompts/compiler/lang.md	4f6bd2ca	b60e2267	00b0b7be	would_fix	yes	shared_prompt	blocked_multi_consumer
01_core/src/compiler/lang/figure_supplement.rs	00_nucleo/prompts/compiler/lang.md	4f6bd2ca	b60e2267	6c8ac553	would_fix	yes	shared_prompt	blocked_multi_consumer
01_core/src/compiler/lang/mod.rs	00_nucleo/prompts/compiler/lang.md	4f6bd2ca	b60e2267	f4ab393c	would_fix	yes	shared_prompt	blocked_multi_consumer
01_core/src/compiler/lang/outline_title.rs	00_nucleo/prompts/compiler/lang.md	4f6bd2ca	b60e2267	6a0bf427	would_fix	yes	shared_prompt	blocked_multi_consumer
01_core/src/compiler/lang/quotes.rs	00_nucleo/prompts/compiler/lang.md	4f6bd2ca	b60e2267	32112a2f	would_fix	yes	shared_prompt	blocked_multi_consumer
01_core/src/compiler/layout/bib_csl.rs	00_nucleo/prompts/compiler/layout/bib_csl.md	d1acc9b4	01ebda7e	78ae94b8	would_fix	no	missing_metadata	blocked_partial_write
01_core/src/compiler/layout/bibliography.rs	00_nucleo/prompts/compiler/layout/bibliography.md	8f3fdd99	9596610c	e8ed5446	would_fix	yes	single_consumer	candidate_after_linter_fix
01_core/src/compiler/layout/block.rs	00_nucleo/prompts/compiler/atomizacao_elementos.md	6a13ed42	0eb7d4e6	e857945c	would_fix	no	missing_metadata	blocked_partial_write
01_core/src/compiler/layout/boxed.rs	00_nucleo/prompts/compiler/atomizacao_elementos.md	6a13ed42	0eb7d4e6	0ea54fd2	would_fix	no	missing_metadata	blocked_partial_write
01_core/src/compiler/layout/cite.rs	00_nucleo/prompts/compiler/atomizacao_elementos.md	6a13ed42	0eb7d4e6	9cf81b2e	would_fix	no	missing_metadata	blocked_partial_write
01_core/src/compiler/layout/colbreak.rs	00_nucleo/prompts/compiler/atomizacao_elementos.md	6a13ed42	0eb7d4e6	37364771	would_fix	no	missing_metadata	blocked_partial_write
01_core/src/compiler/layout/columns.rs	00_nucleo/prompts/compiler/columns.md	a7501c64	6a373096	70a484a4	would_fix	no	missing_metadata	blocked_partial_write
01_core/src/compiler/layout/counters.rs	00_nucleo/prompts/compiler/layout_counters.md	5e7a04ce	bb9cbe47	bf43f367	would_fix	yes	single_consumer	candidate_after_linter_fix
01_core/src/compiler/layout/cursor.rs	00_nucleo/prompts/compiler/layout.md	a4b2dd97	afa4a526	b90b2853	would_fix	no	missing_metadata	blocked_partial_write
01_core/src/compiler/layout/decorations.rs	00_nucleo/prompts/compiler/atomizacao_elementos.md	6a13ed42	0eb7d4e6	6fe5abd1	would_fix	no	missing_metadata	blocked_partial_write
01_core/src/compiler/layout/divider.rs	00_nucleo/prompts/compiler/atomizacao_elementos.md	6a13ed42	0eb7d4e6	d3fbccfa	would_fix	no	missing_metadata	blocked_partial_write
01_core/src/compiler/layout/dynamic.rs	00_nucleo/prompts/compiler/layout.md	a4b2dd97	afa4a526	78623cc5	would_fix	no	missing_metadata	blocked_partial_write
01_core/src/compiler/layout/enum_item.rs	00_nucleo/prompts/compiler/layout/enum_item.md	27e8129c	d7ad93ee	c9897533	would_fix	yes	single_consumer	candidate_after_linter_fix
01_core/src/compiler/layout/equation.rs	00_nucleo/prompts/compiler/layout/equation.md	eb79d632	bb205644	9211dc66	would_fix	yes	single_consumer	candidate_after_linter_fix
