pair	scenario	t	system	public_tuple	status	output_sha256
Linear/Oklch	seam-reverse	0.000000000000	vanilla	(68.38%, 0.2108118087053299, 11.3deg, 100%)	Available	7f64d7fc901d1ac011bea3903fa513fb07fde91c4c1edc86534d53716ea4e04d
Linear/Oklch	seam-reverse	0.000001000000	crystalline	(68.38%, 0.21081185340881348, 11.3deg, 100%)	Available	f9cb0c6ff141b537f4bf42eb12e3740bd95da5867dcfb7d7018df07cb136fcd1
Linear/Oklch	seam-reverse	0.000001000000	vanilla	(68.38%, 0.21081185340881348, 11.3deg, 100%)	Available	f9cb0c6ff141b537f4bf42eb12e3740bd95da5867dcfb7d7018df07cb136fcd1
Linear/Oklch	seam-reverse	0.250000000000	crystalline	(66.42%, 0.22042880952358246, 6.95deg, 100%)	Available	7862537ab2cf3ce94f9486325c0acdbc323150c3d84906164af3756a96a3d95a
Linear/Oklch	seam-reverse	0.250000000000	vanilla	(66.42%, 0.22042882442474365, 6.95deg, 100%)	Available	b7b6114e777f6c7b0ef7c8b78cc920ebe64ecc3a528a376b4ea2aeeeb57ffaf8
Linear/Oklch	seam-reverse	0.500000000000	crystalline	(64.45%, 0.23004581034183502, 2.6deg, 100%)	Available	1bf8138caae0ff2b9d0561656f97777698b39c4b5de2835369a4cbd0b3d5832a
Linear/Oklch	seam-reverse	0.500000000000	vanilla	(64.45%, 0.23004582524299622, 2.6deg, 100%)	Available	e21a5a08b731329c66d9eeea9538adf86d4d7a0015fef65ec6afcacc1660a50c
Linear/Oklch	seam-reverse	0.750000000000	crystalline	(62.49%, 0.23966281116008759, 358.26deg, 100%)	Available	48e24174db0c71dd118c9d8890b6bb81354bb9a9819c3a9b210e3cf383c0069a
Linear/Oklch	seam-reverse	0.750000000000	vanilla	(62.49%, 0.23966281116008759, 358.26deg, 100%)	Available	48e24174db0c71dd118c9d8890b6bb81354bb9a9819c3a9b210e3cf383c0069a
Linear/Oklch	seam-reverse	0.999999000000	crystalline	(60.52%, 0.24927976727485657, 353.91deg, 100%)	Available	c2d00cdcc9f3a80ecea46b706366801cf312dca77ea2c2dcced3d9e8ec460355
Linear/Oklch	seam-reverse	0.999999000000	vanilla	(60.52%, 0.24927978217601776, 353.91deg, 100%)	Available	c15a5e4ffdaa88938c1bf97798cff8d1a059d14e93bcceb615664e07d25ffb2e
Linear/Oklch	seam-reverse	1.000000000000	crystalline	(60.52%, 0.24927981197834015, 353.91deg, 100%)	Available	c69dd0a53a158b9efc82cfb87a0850dd413855882eb153cc278f7e2100dee303
Linear/Oklch	seam-reverse	1.000000000000	vanilla	(60.52%, 0.24927982687950134, 353.91deg, 100%)	Available	2fc9fc4e0b6fe0e0ef56dcdc03fd9735547e1aa5da942c34641ecfa3709a1e01
Radial/Hsl	alpha-first	0.000000000000	crystalline	(349.88deg, 100%, 50%, 40%)	Available	657e43b3e2bf0e88a0fbbb5ba73714cde3eba7a2b8afcf8e5052c16975303082
Radial/Hsl	alpha-first	0.000000000000	vanilla	(349.88deg, 100%, 50%, 40%)	Available	657e43b3e2bf0e88a0fbbb5ba73714cde3eba7a2b8afcf8e5052c16975303082
Radial/Hsl	alpha-first	0.000001000000	crystalline	(349.88deg, 100%, 50%, 40%)	Available	657e43b3e2bf0e88a0fbbb5ba73714cde3eba7a2b8afcf8e5052c16975303082
Radial/Hsl	alpha-first	0.000001000000	vanilla	(349.88deg, 100%, 50%, 40%)	Available	657e43b3e2bf0e88a0fbbb5ba73714cde3eba7a2b8afcf8e5052c16975303082
Radial/Hsl	alpha-first	0.250000000000	crystalline	(354.94deg, 100%, 50%, 55%)	Available	b0872b4a586bc7769f9419cde24a0441d50874a2846a022167b63d4a1ae5fb68
Radial/Hsl	alpha-first	0.250000000000	vanilla	(354.94deg, 100%, 50%, 55%)	Available	b0872b4a586bc7769f9419cde24a0441d50874a2846a022167b63d4a1ae5fb68
Radial/Hsl	alpha-first	0.500000000000	crystalline	(0deg, 100%, 50%, 70%)	Available	913bd3feaed31e95e9b0176426028a65111248d459b64f47e6e56c0a842082bd
Radial/Hsl	alpha-first	0.500000000000	vanilla	(0deg, 100%, 50%, 70%)	Available	913bd3feaed31e95e9b0176426028a65111248d459b64f47e6e56c0a842082bd
Radial/Hsl	alpha-first	0.750000000000	crystalline	(5.06deg, 100%, 50%, 85%)	Available	baca2f477722325be73c6e478669bfe4229fe0db1be0517ebdc8eb2bf1c79b28
Radial/Hsl	alpha-first	0.750000000000	vanilla	(5.06deg, 100%, 50%, 85%)	Available	baca2f477722325be73c6e478669bfe4229fe0db1be0517ebdc8eb2bf1c79b28
Radial/Hsl	alpha-first	0.999999000000	crystalline	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Radial/Hsl	alpha-first	0.999999000000	vanilla	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Radial/Hsl	alpha-first	1.000000000000	crystalline	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Radial/Hsl	alpha-first	1.000000000000	vanilla	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Radial/Hsl	alpha-last	0.000000000000	crystalline	(349.88deg, 100%, 50%, 100%)	Available	ad69dda2d14b1135a4adde0d8f9007ba70e46b33f07085f99cc6d9c320ffaee0
Radial/Hsl	alpha-last	0.000000000000	vanilla	(349.88deg, 100%, 50%, 100%)	Available	ad69dda2d14b1135a4adde0d8f9007ba70e46b33f07085f99cc6d9c320ffaee0
Radial/Hsl	alpha-last	0.000001000000	crystalline	(349.88deg, 100%, 50%, 100%)	Available	ad69dda2d14b1135a4adde0d8f9007ba70e46b33f07085f99cc6d9c320ffaee0
Radial/Hsl	alpha-last	0.000001000000	vanilla	(349.88deg, 100%, 50%, 100%)	Available	ad69dda2d14b1135a4adde0d8f9007ba70e46b33f07085f99cc6d9c320ffaee0
Radial/Hsl	alpha-last	0.250000000000	crystalline	(354.94deg, 100%, 50%, 85%)	Available	9b66c503a2bdfe7b2f888f663a81a30e7ca8ca14c69f2fe5bbc2fa8fd20e90a0
Radial/Hsl	alpha-last	0.250000000000	vanilla	(354.94deg, 100%, 50%, 85%)	Available	9b66c503a2bdfe7b2f888f663a81a30e7ca8ca14c69f2fe5bbc2fa8fd20e90a0
Radial/Hsl	alpha-last	0.500000000000	crystalline	(0deg, 100%, 50%, 70%)	Available	913bd3feaed31e95e9b0176426028a65111248d459b64f47e6e56c0a842082bd
Radial/Hsl	alpha-last	0.500000000000	vanilla	(0deg, 100%, 50%, 70%)	Available	913bd3feaed31e95e9b0176426028a65111248d459b64f47e6e56c0a842082bd
Radial/Hsl	alpha-last	0.750000000000	crystalline	(5.06deg, 100%, 50%, 55%)	Available	23adbd49aa0c647d7534276c753e9b672076f4d4d539f77fcb75288d77950dec
Radial/Hsl	alpha-last	0.750000000000	vanilla	(5.06deg, 100%, 50%, 55%)	Available	23adbd49aa0c647d7534276c753e9b672076f4d4d539f77fcb75288d77950dec
Radial/Hsl	alpha-last	0.999999000000	crystalline	(10.12deg, 100%, 50%, 40%)	Available	aea1e262b184c6689f80c93f8c1e1cc9417257abb1d3cfd370486e22fbe602c0
Radial/Hsl	alpha-last	0.999999000000	vanilla	(10.12deg, 100%, 50%, 40%)	Available	aea1e262b184c6689f80c93f8c1e1cc9417257abb1d3cfd370486e22fbe602c0
Radial/Hsl	alpha-last	1.000000000000	crystalline	(10.12deg, 100%, 50%, 40%)	Available	aea1e262b184c6689f80c93f8c1e1cc9417257abb1d3cfd370486e22fbe602c0
Radial/Hsl	alpha-last	1.000000000000	vanilla	(10.12deg, 100%, 50%, 40%)	Available	aea1e262b184c6689f80c93f8c1e1cc9417257abb1d3cfd370486e22fbe602c0
Radial/Hsl	low-chroma	0.000000000000	crystalline	(0deg, 0%, 50.2%, 100%)	Available	06ca4eecf46e5363abfbda10acf8e10afb0cdc06e34071ac198d2ff93d991817
Radial/Hsl	low-chroma	0.000000000000	vanilla	(0deg, 0%, 50.2%, 100%)	Available	06ca4eecf46e5363abfbda10acf8e10afb0cdc06e34071ac198d2ff93d991817
Radial/Hsl	low-chroma	0.000001000000	crystalline	(0deg, 0%, 50.2%, 100%)	Available	06ca4eecf46e5363abfbda10acf8e10afb0cdc06e34071ac198d2ff93d991817
Radial/Hsl	low-chroma	0.000001000000	vanilla	(0deg, 0%, 50.2%, 100%)	Available	06ca4eecf46e5363abfbda10acf8e10afb0cdc06e34071ac198d2ff93d991817
Radial/Hsl	low-chroma	0.250000000000	crystalline	(2.53deg, 25%, 50.15%, 100%)	Available	9e91febc44055b3657e5124a4d6a479b2c96c0a59ec8fb302582ba6a309bf45c
Radial/Hsl	low-chroma	0.250000000000	vanilla	(2.53deg, 25%, 50.15%, 100%)	Available	9e91febc44055b3657e5124a4d6a479b2c96c0a59ec8fb302582ba6a309bf45c
Radial/Hsl	low-chroma	0.500000000000	crystalline	(5.06deg, 50%, 50.1%, 100%)	Available	e713aeec6d261fa50266768e81a85bfa20ce2736da1c27860c9c66f7f189051c
Radial/Hsl	low-chroma	0.500000000000	vanilla	(5.06deg, 50%, 50.1%, 100%)	Available	e713aeec6d261fa50266768e81a85bfa20ce2736da1c27860c9c66f7f189051c
Radial/Hsl	low-chroma	0.750000000000	crystalline	(7.59deg, 75%, 50.05%, 100%)	Available	6551f66ea0d8831cfca5e313e543e259f1e0c94dbfb4fc0844d6dd841e7eadb2
Radial/Hsl	low-chroma	0.750000000000	vanilla	(7.59deg, 75%, 50.05%, 100%)	Available	6551f66ea0d8831cfca5e313e543e259f1e0c94dbfb4fc0844d6dd841e7eadb2
Radial/Hsl	low-chroma	0.999999000000	crystalline	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Radial/Hsl	low-chroma	0.999999000000	vanilla	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Radial/Hsl	low-chroma	1.000000000000	crystalline	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Radial/Hsl	low-chroma	1.000000000000	vanilla	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Radial/Hsl	no-wrap	0.000000000000	crystalline	(30.12deg, 100%, 50%, 100%)	Available	b24916dd456dce4ee7703585483fdf354991f0e6813d67f4eaa3c6d797a0c3a4
Radial/Hsl	no-wrap	0.000000000000	vanilla	(30.12deg, 100%, 50%, 100%)	Available	b24916dd456dce4ee7703585483fdf354991f0e6813d67f4eaa3c6d797a0c3a4
Radial/Hsl	no-wrap	0.000001000000	crystalline	(30.12deg, 100%, 50%, 100%)	Available	b24916dd456dce4ee7703585483fdf354991f0e6813d67f4eaa3c6d797a0c3a4
Radial/Hsl	no-wrap	0.000001000000	vanilla	(30.12deg, 100%, 50%, 100%)	Available	b24916dd456dce4ee7703585483fdf354991f0e6813d67f4eaa3c6d797a0c3a4
Radial/Hsl	no-wrap	0.250000000000	crystalline	(60.12deg, 100%, 50%, 100%)	Available	56e3f4dd6dc8c100913a9a2428d0585abc9f42eafe68daa6992d9166f325b3f2
Radial/Hsl	no-wrap	0.250000000000	vanilla	(60.12deg, 100%, 50%, 100%)	Available	56e3f4dd6dc8c100913a9a2428d0585abc9f42eafe68daa6992d9166f325b3f2
Radial/Hsl	no-wrap	0.500000000000	crystalline	(90.12deg, 100%, 50%, 100%)	Available	ad61faa0a17b9b9d5d7d70b6082801a271739ae2f18783e35a95ee6630fe8674
Radial/Hsl	no-wrap	0.500000000000	vanilla	(90.12deg, 100%, 50%, 100%)	Available	ad61faa0a17b9b9d5d7d70b6082801a271739ae2f18783e35a95ee6630fe8674
Radial/Hsl	no-wrap	0.750000000000	crystalline	(120.12deg, 100%, 50%, 100%)	Available	7f9f31bec20becefb0fa88d700f71cf3b15be17a06739493810119be96f5a2ab
Radial/Hsl	no-wrap	0.750000000000	vanilla	(120.12deg, 100%, 50%, 100%)	Available	7f9f31bec20becefb0fa88d700f71cf3b15be17a06739493810119be96f5a2ab
Radial/Hsl	no-wrap	0.999999000000	crystalline	(150.12deg, 100%, 50%, 100%)	Available	e61aa1592b8bc4715a8d201520e63d33daf488c77fbba6269ba45c877a39c8f3
Radial/Hsl	no-wrap	0.999999000000	vanilla	(150.12deg, 100%, 50%, 100%)	Available	e61aa1592b8bc4715a8d201520e63d33daf488c77fbba6269ba45c877a39c8f3
Radial/Hsl	no-wrap	1.000000000000	crystalline	(150.12deg, 100%, 50%, 100%)	Available	e61aa1592b8bc4715a8d201520e63d33daf488c77fbba6269ba45c877a39c8f3
Radial/Hsl	no-wrap	1.000000000000	vanilla	(150.12deg, 100%, 50%, 100%)	Available	e61aa1592b8bc4715a8d201520e63d33daf488c77fbba6269ba45c877a39c8f3
Radial/Hsl	seam-forward	0.000000000000	crystalline	(349.88deg, 100%, 50%, 100%)	Available	ad69dda2d14b1135a4adde0d8f9007ba70e46b33f07085f99cc6d9c320ffaee0
Radial/Hsl	seam-forward	0.000000000000	vanilla	(349.88deg, 100%, 50%, 100%)	Available	ad69dda2d14b1135a4adde0d8f9007ba70e46b33f07085f99cc6d9c320ffaee0
Radial/Hsl	seam-forward	0.000001000000	crystalline	(349.88deg, 100%, 50%, 100%)	Available	ad69dda2d14b1135a4adde0d8f9007ba70e46b33f07085f99cc6d9c320ffaee0
Radial/Hsl	seam-forward	0.000001000000	vanilla	(349.88deg, 100%, 50%, 100%)	Available	ad69dda2d14b1135a4adde0d8f9007ba70e46b33f07085f99cc6d9c320ffaee0
Radial/Hsl	seam-forward	0.250000000000	crystalline	(354.94deg, 100%, 50%, 100%)	Available	453d6c60bab1553fcf2a0f893da6f4a025f84ce5fb36ea884361453681e8e56d
Radial/Hsl	seam-forward	0.250000000000	vanilla	(354.94deg, 100%, 50%, 100%)	Available	453d6c60bab1553fcf2a0f893da6f4a025f84ce5fb36ea884361453681e8e56d
Radial/Hsl	seam-forward	0.500000000000	crystalline	(0deg, 100%, 50%, 100%)	Available	1d316cd82f1ce31e06322158aad416206a946fd69d92ee52be9002ba731f6822
Radial/Hsl	seam-forward	0.500000000000	vanilla	(0deg, 100%, 50%, 100%)	Available	1d316cd82f1ce31e06322158aad416206a946fd69d92ee52be9002ba731f6822
Radial/Hsl	seam-forward	0.750000000000	crystalline	(5.06deg, 100%, 50%, 100%)	Available	ea6cb669e7fd306b64a1cd13c534ccb5d780553aaf5e91a89114d8ecc9bd927b
Radial/Hsl	seam-forward	0.750000000000	vanilla	(5.06deg, 100%, 50%, 100%)	Available	ea6cb669e7fd306b64a1cd13c534ccb5d780553aaf5e91a89114d8ecc9bd927b
Radial/Hsl	seam-forward	0.999999000000	crystalline	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Radial/Hsl	seam-forward	0.999999000000	vanilla	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Radial/Hsl	seam-forward	1.000000000000	crystalline	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Radial/Hsl	seam-forward	1.000000000000	vanilla	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Radial/Hsl	seam-reverse	0.000000000000	crystalline	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Radial/Hsl	seam-reverse	0.000000000000	vanilla	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Radial/Hsl	seam-reverse	0.000001000000	crystalline	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Radial/Hsl	seam-reverse	0.000001000000	vanilla	(10.12deg, 100%, 50%, 100%)	Available	58f7624ecdea72513b1808603047f3777f063741269000af6953d395af4ae4b7
Radial/Hsl	seam-reverse	0.250000000000	crystalline	(5.06deg, 100%, 50%, 100%)	Available	ea6cb669e7fd306b64a1cd13c534ccb5d780553aaf5e91a89114d8ecc9bd927b
Radial/Hsl	seam-reverse	0.250000000000	vanilla	(5.06deg, 100%, 50%, 100%)	Available	ea6cb669e7fd306b64a1cd13c534ccb5d780553aaf5e91a89114d8ecc9bd927b
Radial/Hsl	seam-reverse	0.500000000000	crystalline	(0deg, 100%, 50%, 100%)	Available	1d316cd82f1ce31e06322158aad416206a946fd69d92ee52be9002ba731f6822
Radial/Hsl	seam-reverse	0.500000000000	vanilla	(0deg, 100%, 50%, 100%)	Available	1d316cd82f1ce31e06322158aad416206a946fd69d92ee52be9002ba731f6822
Radial/Hsl	seam-reverse	0.750000000000	crystalline	(354.94deg, 100%, 50%, 100%)	Available	453d6c60bab1553fcf2a0f893da6f4a025f84ce5fb36ea884361453681e8e56d
Radial/Hsl	seam-reverse	0.750000000000	vanilla	(354.94deg, 100%, 50%, 100%)	Available	453d6c60bab1553fcf2a0f893da6f4a025f84ce5fb36ea884361453681e8e56d
Radial/Hsl	seam-reverse	0.999999000000	crystalline	(349.88deg, 100%, 50%, 100%)	Available	ad69dda2d14b1135a4adde0d8f9007ba70e46b33f07085f99cc6d9c320ffaee0
Radial/Hsl	seam-reverse	0.999999000000	vanilla	(349.88deg, 100%, 50%, 100%)	Available	ad69dda2d14b1135a4adde0d8f9007ba70e46b33f07085f99cc6d9c320ffaee0
Radial/Hsl	seam-reverse	1.000000000000	crystalline	(349.88deg, 100%, 50%, 100%)	Available	ad69dda2d14b1135a4adde0d8f9007ba70e46b33f07085f99cc6d9c320ffaee0
Radial/Hsl	seam-reverse	1.000000000000	vanilla	(349.88deg, 100%, 50%, 100%)	Available	ad69dda2d14b1135a4adde0d8f9007ba70e46b33f07085f99cc6d9c320ffaee0
Radial/Hsv	alpha-first	0.000000000000	crystalline	(349.88deg, 100%, 100%, 40%)	Available	015907b11348cea8279b0e6d3883bb1a4cff9bbf778b6d4391efbee8b529fed5
Radial/Hsv	alpha-first	0.000000000000	vanilla	(349.88deg, 100%, 100%, 40%)	Available	015907b11348cea8279b0e6d3883bb1a4cff9bbf778b6d4391efbee8b529fed5
Radial/Hsv	alpha-first	0.000001000000	crystalline	(349.88deg, 100%, 100%, 40%)	Available	015907b11348cea8279b0e6d3883bb1a4cff9bbf778b6d4391efbee8b529fed5
Radial/Hsv	alpha-first	0.000001000000	vanilla	(349.88deg, 100%, 100%, 40%)	Available	015907b11348cea8279b0e6d3883bb1a4cff9bbf778b6d4391efbee8b529fed5
Radial/Hsv	alpha-first	0.250000000000	crystalline	(354.94deg, 100%, 100%, 55%)	Available	c61a78d3ff1e8399071fc38f3f6b9bc13359b82f32263587a30b67eef3615562
Radial/Hsv	alpha-first	0.250000000000	vanilla	(354.94deg, 100%, 100%, 55%)	Available	c61a78d3ff1e8399071fc38f3f6b9bc13359b82f32263587a30b67eef3615562
Radial/Hsv	alpha-first	0.500000000000	crystalline	(0deg, 100%, 100%, 70%)	Available	2e31befbaa0be2b7da43820c5ededa3b1293785cd1a88601fe77804715bab55e
Radial/Hsv	alpha-first	0.500000000000	vanilla	(0deg, 100%, 100%, 70%)	Available	2e31befbaa0be2b7da43820c5ededa3b1293785cd1a88601fe77804715bab55e
Radial/Hsv	alpha-first	0.750000000000	crystalline	(5.06deg, 100%, 100%, 85%)	Available	730aa03cbf1cbfd0822270fa94e1bf74c99c888bc389ccc65b2f7cc616b894ed
Radial/Hsv	alpha-first	0.750000000000	vanilla	(5.06deg, 100%, 100%, 85%)	Available	730aa03cbf1cbfd0822270fa94e1bf74c99c888bc389ccc65b2f7cc616b894ed
Radial/Hsv	alpha-first	0.999999000000	crystalline	(10.12deg, 100%, 100%, 100%)	Available	ac78326029765b3c593c424af2edf9db1347a26619af4e85f5f064ad041dba83
Radial/Hsv	alpha-first	0.999999000000	vanilla	(10.12deg, 100%, 100%, 100%)	Available	ac78326029765b3c593c424af2edf9db1347a26619af4e85f5f064ad041dba83
Radial/Hsv	alpha-first	1.000000000000	crystalline	(10.12deg, 100%, 100%, 100%)	Available	ac78326029765b3c593c424af2edf9db1347a26619af4e85f5f064ad041dba83
Radial/Hsv	alpha-first	1.000000000000	vanilla	(10.12deg, 100%, 100%, 100%)	Available	ac78326029765b3c593c424af2edf9db1347a26619af4e85f5f064ad041dba83
Radial/Hsv	alpha-last	0.000000000000	crystalline	(349.88deg, 100%, 100%, 100%)	Available	7112be2575705eb8bf4d17f79ee2377e50fbfbfaa8b54fca34a32abda203024b
Radial/Hsv	alpha-last	0.000000000000	vanilla	(349.88deg, 100%, 100%, 100%)	Available	7112be2575705eb8bf4d17f79ee2377e50fbfbfaa8b54fca34a32abda203024b
Radial/Hsv	alpha-last	0.000001000000	crystalline	(349.88deg, 100%, 100%, 100%)	Available	7112be2575705eb8bf4d17f79ee2377e50fbfbfaa8b54fca34a32abda203024b
Radial/Hsv	alpha-last	0.000001000000	vanilla	(349.88deg, 100%, 100%, 100%)	Available	7112be2575705eb8bf4d17f79ee2377e50fbfbfaa8b54fca34a32abda203024b
Radial/Hsv	alpha-last	0.250000000000	crystalline	(354.94deg, 100%, 100%, 85%)	Available	539a4880c5d0c946c1b795fdd74bdb8da05d7d348ff90b13d8a03c4cac22f2e5
Radial/Hsv	alpha-last	0.250000000000	vanilla	(354.94deg, 100%, 100%, 85%)	Available	539a4880c5d0c946c1b795fdd74bdb8da05d7d348ff90b13d8a03c4cac22f2e5
Radial/Hsv	alpha-last	0.500000000000	crystalline	(0deg, 100%, 100%, 70%)	Available	2e31befbaa0be2b7da43820c5ededa3b1293785cd1a88601fe77804715bab55e
Radial/Hsv	alpha-last	0.500000000000	vanilla	(0deg, 100%, 100%, 70%)	Available	2e31befbaa0be2b7da43820c5ededa3b1293785cd1a88601fe77804715bab55e
Radial/Hsv	alpha-last	0.750000000000	crystalline	(5.06deg, 100%, 100%, 55%)	Available	dbd87ddc2538135e377be8b427d112f3a22fa7c0128a368f0e50108f0dc908c9
Radial/Hsv	alpha-last	0.750000000000	vanilla	(5.06deg, 100%, 100%, 55%)	Available	dbd87ddc2538135e377be8b427d112f3a22fa7c0128a368f0e50108f0dc908c9
Radial/Hsv	alpha-last	0.999999000000	crystalline	(10.12deg, 100%, 100%, 40%)	Available	ace8ce2107e2193c6ace27b6b179329df620b942852ad678bd3a2a76c068260f
Radial/Hsv	alpha-last	0.999999000000	vanilla	(10.12deg, 100%, 100%, 40%)	Available	ace8ce2107e2193c6ace27b6b179329df620b942852ad678bd3a2a76c068260f
Radial/Hsv	alpha-last	1.000000000000	crystalline	(10.12deg, 100%, 100%, 40%)	Available	ace8ce2107e2193c6ace27b6b179329df620b942852ad678bd3a2a76c068260f
Radial/Hsv	alpha-last	1.000000000000	vanilla	(10.12deg, 100%, 100%, 40%)	Available	ace8ce2107e2193c6ace27b6b179329df620b942852ad678bd3a2a76c068260f
Radial/Hsv	low-chroma	0.000000000000	crystalline	(0deg, 0%, 50.2%, 100%)	Available	06ca4eecf46e5363abfbda10acf8e10afb0cdc06e34071ac198d2ff93d991817
Radial/Hsv	low-chroma	0.000000000000	vanilla	(0deg, 0%, 50.2%, 100%)	Available	06ca4eecf46e5363abfbda10acf8e10afb0cdc06e34071ac198d2ff93d991817
Radial/Hsv	low-chroma	0.000001000000	crystalline	(0deg, 0%, 50.2%, 100%)	Available	06ca4eecf46e5363abfbda10acf8e10afb0cdc06e34071ac198d2ff93d991817
Radial/Hsv	low-chroma	0.000001000000	vanilla	(0deg, 0%, 50.2%, 100%)	Available	06ca4eecf46e5363abfbda10acf8e10afb0cdc06e34071ac198d2ff93d991817
Radial/Hsv	low-chroma	0.250000000000	crystalline	(2.53deg, 25%, 62.65%, 100%)	Available	8f65d8f4c627edf1ddd7c976e86a5b66f919ea3f0c82fde9e976a41a197ef07d
Radial/Hsv	low-chroma	0.250000000000	vanilla	(2.53deg, 25%, 62.65%, 100%)	Available	8f65d8f4c627edf1ddd7c976e86a5b66f919ea3f0c82fde9e976a41a197ef07d
Radial/Hsv	low-chroma	0.500000000000	crystalline	(5.06deg, 50%, 75.1%, 100%)	Available	9b797b07ef758d093e52d4172417d49cfae0300c4cbef25b368d4e538e5b66fe
Radial/Hsv	low-chroma	0.500000000000	vanilla	(5.06deg, 50%, 75.1%, 100%)	Available	9b797b07ef758d093e52d4172417d49cfae0300c4cbef25b368d4e538e5b66fe
Radial/Hsv	low-chroma	0.750000000000	crystalline	(7.59deg, 75%, 87.55%, 100%)	Available	a9f5607d34cf419466652d54af3585e4078e1bc7e255c6ec2c1dc421b7c338fa
Radial/Hsv	low-chroma	0.750000000000	vanilla	(7.59deg, 75%, 87.55%, 100%)	Available	a9f5607d34cf419466652d54af3585e4078e1bc7e255c6ec2c1dc421b7c338fa
Radial/Hsv	low-chroma	0.999999000000	crystalline	(10.12deg, 100%, 100%, 100%)	Available	ac78326029765b3c593c424af2edf9db1347a26619af4e85f5f064ad041dba83
Radial/Hsv	low-chroma	0.999999000000	vanilla	(10.12deg, 100%, 100%, 100%)	Available	ac78326029765b3c593c424af2edf9db1347a26619af4e85f5f064ad041dba83
Radial/Hsv	low-chroma	1.000000000000	crystalline	(10.12deg, 100%, 100%, 100%)	Available	ac78326029765b3c593c424af2edf9db1347a26619af4e85f5f064ad041dba83
Radial/Hsv	low-chroma	1.000000000000	vanilla	(10.12deg, 100%, 100%, 100%)	Available	ac78326029765b3c593c424af2edf9db1347a26619af4e85f5f064ad041dba83
Radial/Hsv	no-wrap	0.000000000000	crystalline	(30.12deg, 100%, 100%, 100%)	Available	58cf50c528e370bee0b25132a9082e02a489f33e94281e872c248255038f024b
Radial/Hsv	no-wrap	0.000000000000	vanilla	(30.12deg, 100%, 100%, 100%)	Available	58cf50c528e370bee0b25132a9082e02a489f33e94281e872c248255038f024b
Radial/Hsv	no-wrap	0.000001000000	crystalline	(30.12deg, 100%, 100%, 100%)	Available	58cf50c528e370bee0b25132a9082e02a489f33e94281e872c248255038f024b
Radial/Hsv	no-wrap	0.000001000000	vanilla	(30.12deg, 100%, 100%, 100%)	Available	58cf50c528e370bee0b25132a9082e02a489f33e94281e872c248255038f024b
Radial/Hsv	no-wrap	0.250000000000	crystalline	(60.12deg, 100%, 100%, 100%)	Available	4dca1e173c9e07bcc5e6f0b071e3d615bff826b5a5be85ccf302317b90e0ba09
Radial/Hsv	no-wrap	0.250000000000	vanilla	(60.12deg, 100%, 100%, 100%)	Available	4dca1e173c9e07bcc5e6f0b071e3d615bff826b5a5be85ccf302317b90e0ba09
Radial/Hsv	no-wrap	0.500000000000	crystalline	(90.12deg, 100%, 100%, 100%)	Available	372e4f6e6a4a9ebef2195b924c4916c7298b4b121278029a5b090809d5cda2e4
Radial/Hsv	no-wrap	0.500000000000	vanilla	(90.12deg, 100%, 100%, 100%)	Available	372e4f6e6a4a9ebef2195b924c4916c7298b4b121278029a5b090809d5cda2e4
Radial/Hsv	no-wrap	0.750000000000	crystalline	(120.12deg, 100%, 100%, 100%)	Available	bdaaabbf3c42607874c1327596627af1d150c0361b89e0f6ca9c26410d8d94ed
Radial/Hsv	no-wrap	0.750000000000	vanilla	(120.12deg, 100%, 100%, 100%)	Available	bdaaabbf3c42607874c1327596627af1d150c0361b89e0f6ca9c26410d8d94ed
